"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"36245","181220","181220","181220","3.2730650901794434","3.2730650901794434","3.2730650901794434"
"36254","181265","181265","181265","3.9049644470214844","3.9049644470214844","3.9049644470214844"
"36271","181350","181350","181350","4.136947154998779","4.136947154998779","4.136947154998779"
"36280","181395","181395","181395","2.643601655960083","2.643601655960083","2.643601655960083"
"36281","181400","181400","181400","2.2865731716156006","2.2865731716156006","2.2865731716156006"
"36291","181450","181450","181450","3.7717905044555664","3.7717905044555664","3.7717905044555664"
"36295","181470","181470","181470","3.224395275115967","3.224395275115967","3.224395275115967"
"36302","181505","181505","181505","3.085554599761963","3.085554599761963","3.085554599761963"
"36314","181565","181565","181565","3.3647847175598145","3.3647847175598145","3.3647847175598145"
"36316","181575","181575","181575","3.8343961238861084","3.8343961238861084","3.8343961238861084"
"36322","181605","181605","181605","4.1585693359375","4.1585693359375","4.1585693359375"
"36341","181700","181700","181700","2.5762510299682617","2.5762510299682617","2.5762510299682617"
"36367","181830","181830","181830","2.919621706008911","2.919621706008911","2.919621706008911"
"36385","181920","181920","181920","2.9447836875915527","2.9447836875915527","2.9447836875915527"
"36390","181945","181945","181945","3.1805386543273926","3.1805386543273926","3.1805386543273926"
"36392","181955","181955","181955","3.246156692504883","3.246156692504883","3.246156692504883"
"36400","181995","181995","181995","3.526437997817993","3.526437997817993","3.526437997817993"
"36402","182005","182005","182005","3.015186309814453","3.015186309814453","3.015186309814453"
"36407","182030","182030","182030","2.928671360015869","2.928671360015869","2.928671360015869"
"36410","182045","182045","182045","3.3004865646362305","3.3004865646362305","3.3004865646362305"
"36423","182110","182110","182110","4.346440315246582","4.346440315246582","4.346440315246582"
"36487","182430","182430","182430","3.8511528968811035","3.8511528968811035","3.8511528968811035"
"36499","182490","182490","182490","5.41394567489624","5.41394567489624","5.41394567489624"
"36503","182510","182510","182510","2.743204116821289","2.743204116821289","2.743204116821289"
"36507","182530","182530","182530","4.350451946258545","4.350451946258545","4.350451946258545"
"36508","182535","182535","182535","2.6666107177734375","2.6666107177734375","2.6666107177734375"
"36514","182565","182565","182565","3.726788282394409","3.726788282394409","3.726788282394409"
"36567","182830","182830","182830","3.25278639793396","3.25278639793396","3.25278639793396"
"36587","182930","182930","182930","3.979448080062866","3.979448080062866","3.979448080062866"
"36606","183025","183025","183025","2.5396485328674316","2.5396485328674316","2.5396485328674316"
"36607","183030","183030","183030","3.209714412689209","3.209714412689209","3.209714412689209"
"36615","183070","183070","183070","2.962843418121338","2.962843418121338","2.962843418121338"
"36621","183100","183100","183100","3.9898035526275635","3.9898035526275635","3.9898035526275635"
"36623","183110","183110","183110","3.167438507080078","3.167438507080078","3.167438507080078"
"36624","183115","183115","183115","3.5370006561279297","3.5370006561279297","3.5370006561279297"
"36627","183130","183130","183130","3.197345018386841","3.197345018386841","3.197345018386841"
"36632","183155","183155","183155","3.8707008361816406","3.8707008361816406","3.8707008361816406"
"36656","183275","183275","183275","3.626265525817871","3.626265525817871","3.626265525817871"
"36665","183320","183320","183320","2.977531671524048","2.977531671524048","2.977531671524048"
"36675","183370","183370","183370","3.1642262935638428","3.1642262935638428","3.1642262935638428"
"36676","183375","183375","183375","4.200470447540283","4.200470447540283","4.200470447540283"
"36682","183405","183405","183405","2.6555285453796387","2.6555285453796387","2.6555285453796387"
"36691","183450","183450","183450","3.316009521484375","3.316009521484375","3.316009521484375"
"36718","183585","183585","183585","5.156855583190918","5.156855583190918","5.156855583190918"
"36729","183640","183640","183640","2.4947707653045654","2.4947707653045654","2.4947707653045654"
"36740","183695","183695","183695","3.515890121459961","3.515890121459961","3.515890121459961"
"36747","183730","183730","183730","2.779531955718994","2.779531955718994","2.779531955718994"
"36748","183735","183735","183735","3.4675612449645996","3.4675612449645996","3.4675612449645996"
"36754","183765","183765","183765","2.9383373260498047","2.9383373260498047","2.9383373260498047"
"36777","183880","183880","183880","3.951667308807373","3.951667308807373","3.951667308807373"
"36785","183920","183920","183920","4.245474815368652","4.245474815368652","4.245474815368652"
"36826","184125","184125","184125","2.2545547485351562","2.2545547485351562","2.2545547485351562"
"36839","184190","184190","184190","2.3785033226013184","2.3785033226013184","2.3785033226013184"
"36843","184210","184210","184210","3.896634101867676","3.896634101867676","3.896634101867676"
"36849","184240","184240","184240","2.649890661239624","2.649890661239624","2.649890661239624"
"36861","184300","184300","184300","3.9787635803222656","3.9787635803222656","3.9787635803222656"
"36870","184345","184345","184345","3.336090087890625","3.336090087890625","3.336090087890625"
"36887","184430","184430","184430","3.293588638305664","3.293588638305664","3.293588638305664"
"36906","184525","184525","184525","3.170320510864258","3.170320510864258","3.170320510864258"
"36907","184530","184530","184530","3.149888277053833","3.149888277053833","3.149888277053833"
"36909","184540","184540","184540","4.117028713226318","4.117028713226318","4.117028713226318"
"36911","184550","184550","184550","2.6397902965545654","2.6397902965545654","2.6397902965545654"
"36914","184565","184565","184565","3.3511524200439453","3.3511524200439453","3.3511524200439453"
"36957","184780","184780","184780","5.289153575897217","5.289153575897217","5.289153575897217"
"36958","184785","184785","184785","3.4805707931518555","3.4805707931518555","3.4805707931518555"
"36964","184815","184815","184815","2.5283052921295166","2.5283052921295166","2.5283052921295166"
"36971","184850","184850","184850","3.032198667526245","3.032198667526245","3.032198667526245"
"36978","184885","184885","184885","3.181180477142334","3.181180477142334","3.181180477142334"
"36997","184980","184980","184980","3.637007713317871","3.637007713317871","3.637007713317871"
"37004","185015","185015","185015","3.962777614593506","3.962777614593506","3.962777614593506"
"37005","185020","185020","185020","3.390316963195801","3.390316963195801","3.390316963195801"
"37012","185055","185055","185055","3.9501872062683105","3.9501872062683105","3.9501872062683105"
"37037","185180","185180","185180","2.4424245357513428","2.4424245357513428","2.4424245357513428"
"37050","185245","185245","185245","3.560492992401123","3.560492992401123","3.560492992401123"
"37071","185350","185350","185350","4.259187698364258","4.259187698364258","4.259187698364258"
"37096","185475","185475","185475","3.250270366668701","3.250270366668701","3.250270366668701"
"37099","185490","185490","185490","3.8143672943115234","3.8143672943115234","3.8143672943115234"
"37102","185505","185505","185505","3.1781396865844727","3.1781396865844727","3.1781396865844727"
"37117","185580","185580","185580","2.771761894226074","2.771761894226074","2.771761894226074"
"37136","185675","185675","185675","3.9816017150878906","3.9816017150878906","3.9816017150878906"
"37146","185725","185725","185725","5.212048053741455","5.212048053741455","5.212048053741455"
"37150","185745","185745","185745","2.5240094661712646","2.5240094661712646","2.5240094661712646"
"37163","185810","185810","185810","4.453198432922363","4.453198432922363","4.453198432922363"
"37165","185820","185820","185820","3.4497649669647217","3.4497649669647217","3.4497649669647217"
"37177","185880","185880","185880","2.832932949066162","2.832932949066162","2.832932949066162"
"37181","185900","185900","185900","3.737520217895508","3.737520217895508","3.737520217895508"
"37191","185950","185950","185950","3.07853364944458","3.07853364944458","3.07853364944458"
"37194","185965","185965","185965","2.9616165161132812","2.9616165161132812","2.9616165161132812"
"37196","185975","185975","185975","4.129717826843262","4.129717826843262","4.129717826843262"
"37205","186020","186020","186020","2.484734058380127","2.484734058380127","2.484734058380127"
"37209","186040","186040","186040","4.472838401794434","4.472838401794434","4.472838401794434"
"37235","186170","186170","186170","3.149962902069092","3.149962902069092","3.149962902069092"
"37252","186255","186255","186255","3.9426307678222656","3.9426307678222656","3.9426307678222656"
"37255","186270","186270","186270","3.232339859008789","3.232339859008789","3.232339859008789"
"37261","186300","186300","186300","2.4851701259613037","2.4851701259613037","2.4851701259613037"
"37275","186370","186370","186370","2.8984289169311523","2.8984289169311523","2.8984289169311523"
"37287","186430","186430","186430","3.878732681274414","3.878732681274414","3.878732681274414"
"37317","186580","186580","186580","3.4599859714508057","3.4599859714508057","3.4599859714508057"
"37331","186650","186650","186650","3.596219539642334","3.596219539642334","3.596219539642334"
"37335","186670","186670","186670","3.9786181449890137","3.9786181449890137","3.9786181449890137"
"37342","186705","186705","186705","4.379970550537109","4.379970550537109","4.379970550537109"
"37346","186725","186725","186725","3.2383790016174316","3.2383790016174316","3.2383790016174316"
"37356","186775","186775","186775","2.127748489379883","2.127748489379883","2.127748489379883"
"37360","186795","186795","186795","2.882150411605835","2.882150411605835","2.882150411605835"
"37380","186895","186895","186895","1.8721497058868408","1.8721497058868408","1.8721497058868408"
"37390","186945","186945","186945","4.1906938552856445","4.1906938552856445","4.1906938552856445"
"37407","187030","187030","187030","2.8931593894958496","2.8931593894958496","2.8931593894958496"
"37423","187110","187110","187110","3.2859082221984863","3.2859082221984863","3.2859082221984863"
"37424","187115","187115","187115","3.773530960083008","3.773530960083008","3.773530960083008"
"37426","187125","187125","187125","2.815014362335205","2.815014362335205","2.815014362335205"
"37458","187285","187285","187285","5.92641544342041","5.92641544342041","5.92641544342041"
"37470","187345","187345","187345","3.924712896347046","3.924712896347046","3.924712896347046"
"37480","187395","187395","187395","4.447472095489502","4.447472095489502","4.447472095489502"
"37483","187410","187410","187410","3.6917288303375244","3.6917288303375244","3.6917288303375244"
"37517","187580","187580","187580","3.0018863677978516","3.0018863677978516","3.0018863677978516"
"37523","187610","187610","187610","3.640972137451172","3.640972137451172","3.640972137451172"
"37526","187625","187625","187625","4.111267566680908","4.111267566680908","4.111267566680908"
